,s_uri,subject,question,generation
3903,Q6239730,John Honeycutt Hinrichs,In what peninsula was John Honeycutt Hinrichs born?," John Honeycutt Hinrichs was born in the Peninsula of Baja California, which is located in Mexico."
3904,Q6239730,John Honeycutt Hinrichs,In what city was John Honeycutt Hinrichs born?," John Honeycutt Hinrichs was born in St. Louis, Missouri, United States."
3905,Q6239730,John Honeycutt Hinrichs,What is John Honeycutt Hinrichs's occupation?, John Honeycutt Hinrichs is a farmer.
3906,Q6239730,John Honeycutt Hinrichs,What award did John Honeycutt Hinrichs receive?, John Honeycutt Hinrichs received the Medal of Honor for his actions during the Battle of Iwo Jima.
3907,Q6239730,John Honeycutt Hinrichs,What is John Honeycutt Hinrichs's country of citizenship?, John Honeycutt Hinrichs is a U.S. citizen.
3908,Q677795,Gerhard Mayer,In what city was Gerhard Mayer born?," Gerhard Mayer was born in Munich, Germany."
3909,Q677795,Gerhard Mayer,What is Gerhard Mayer's occupation?, Gerhard Mayer is a professor of computer science at the University of Freiburg in Germany.
3910,Q677795,Gerhard Mayer,What is Gerhard Mayer's country of citizenship?, Gerhard Mayer is a German citizen.
3911,Q677795,Gerhard Mayer,What sport does Gerhard Mayer play?," Gerhard Mayer is a professional triathlete who specializes in the Ironman distance triathlon. This sport involves swimming, biking, and running, and requires a high level of endurance, strength, and fitness."
3912,Q677795,Gerhard Mayer,What country does Gerhard Mayer play for?, Gerhard Mayer is a professional footballer from Germany.
3913,Q16008681,Lavinia Engle,What award did Lavinia Engle receive?," Lavinia Engle received the Presidential Medal of Freedom, which is the highest civilian award in the United States. She was awarded this medal in 1963 for her contributions to the field of education and her advocacy for equal rights and opportunities for women and minorities."
3914,Q16008681,Lavinia Engle,In what census-designated place in the United States was Lavinia Engle born?," Lavinia Engle was born in the city of Philadelphia, Pennsylvania, United States."
3915,Q18151815,Darrell Hogan,In what city was Darrell Hogan born?, Darrell Hogan was born in New York City.
3916,Q18151815,Darrell Hogan,What sports team does Darrell Hogan play for?, Darrell Hogan is a professional football player who plays for the New England Patriots in the National Football League (NFL).
3917,Q18151815,Darrell Hogan,What is the alma mater of Darrell Hogan?, Darrell Hogan is a former American football player. He played college football at the University of Texas.
3918,Q18151815,Darrell Hogan,What is Darrell Hogan's occupation?, Darrell Hogan is a former professional baseball player.
3919,Q18151815,Darrell Hogan,What is Darrell Hogan's country of citizenship?, Darrell Hogan is a Canadian.
3920,Q18151815,Darrell Hogan,What sports position does Darrell Hogan play?, Darrell Hogan is a defensive end in football.
3921,Q18151815,Darrell Hogan,What sport does Darrell Hogan play?, Darrell Hogan is a professional BMX rider.
3922,Q20684471,Pearl Reaves,In what city was Pearl Reaves born?, Pearl Reaves was born in New York City.
3923,Q20684471,Pearl Reaves,What is Pearl Reaves's country of citizenship?," Pearl Reaves is a fictional character, and as such, does not have a country of citizenship."
3924,Q20684471,Pearl Reaves,What is Pearl Reaves's occupation?, Pearl Reaves is a teacher.
3925,Q20684471,Pearl Reaves,What music genre is Pearl Reaves?," I'm sorry, but I am not familiar with a music genre called ""Pearl Reaves."" It is possible that you may have misspelled the name of a music genre or that it is a relatively new or obscure genre that is not yet widely known.

If you could provide more information or context about the music genre you are referring to, I may be able to help you better."
3926,Q20684471,Pearl Reaves,What instrument does Pearl Reaves play?, Pearl Reaves plays the violin.
3927,Q1247453,Wilhelm Dichter,What is Wilhelm Dichter's country of citizenship?, Wilhelm Dichter was a German-Jewish psychologist and psychoanalyst.
3928,Q1247453,Wilhelm Dichter,In what city was Wilhelm Dichter born?," Wilhelm Dichter was born in the city of Breslau, which is now known as Wroclaw, Poland."
3929,Q1247453,Wilhelm Dichter,What is Wilhelm Dichter's occupation?," Wilhelm Dichter was a German-Jewish psychologist and psychoanalyst who was born in 1896 and died in 1948. He was known for his work in the field of psychology, particularly in the areas of personality theory and the study of dreams. Dichter was also a prominent figure in the development of the field of psychoanalysis, and he made significant contributions to the understanding of the unconscious mind and the role"
3930,Q1247453,Wilhelm Dichter,What language does Wilhelm Dichter speak?," Wilhelm Dichter, a German-Jewish psychologist, is known for his work in the field of Gestalt psychology. He was born in 1898 and passed away in 1957. It is not clear what language he spoke, as there is limited information available about his life and work. However, since he was a German-Jewish psychologist, it is likely that he spoke German as his primary language."
3931,Q7030046,Nicole Esdaile,What sport does Nicole Esdaile play?, Nicole Esdaile is a professional snowboarder.
3932,Q7030046,Nicole Esdaile,What is Nicole Esdaile's occupation?, Nicole Esdaile is a professional dancer.
3933,Q7030046,Nicole Esdaile,What is Nicole Esdaile's country of citizenship?, Nicole Esdaile is a Canadian.
3934,Q7030046,Nicole Esdaile,In what suburb was Nicole Esdaile born?," Nicole Esdaile was born in the suburb of Woolloongabba, which is located in the city of Brisbane, Australia."
3935,Q464760,Eldrid Lunden,What is Eldrid Lunden's occupation?," Eldrid Lunden is a professor of computer science at the University of California, Berkeley."
3936,Q464760,Eldrid Lunden,What award did Eldrid Lunden receive?," Eldrid Lunden received the Nobel Prize in Physics in 1960, along with Robert Hofstadter, for their pioneering work in the field of electron microscopy."
3937,Q464760,Eldrid Lunden,Who is the sibling of Eldrid Lunden?," Eldrid Lunden has a sister, whose name is Eldrid Lunden."
3938,Q464760,Eldrid Lunden,What language does Eldrid Lunden speak?," Eldrid Lunden speaks the Common Tongue, which is the primary language spoken in the kingdom of Aleria."
3939,Q464760,Eldrid Lunden,What is the field of work of Eldrid Lunden?," Eldrid Lunden is a professor of computer science at the University of Waterloo in Canada. His research interests include computer graphics, computer vision, and image processing. He has published numerous research papers in these areas and has been involved in several research projects. However, I do not have information on his specific field of work beyond that."
3940,Q464760,Eldrid Lunden,What is Eldrid Lunden's country of citizenship?," Eldrid Lunden is a fictional character, and as such, does not have a country of citizenship."
3941,Q464760,Eldrid Lunden,In what former municipality of Norway was Eldrid Lunden born?," Eldrid Lunden was born in the former municipality of Luster, which is located in the western part of Norway. Luster was merged with the neighboring municipality of Sogn in 2020 to form the new municipality of Sogn og Lister."
3942,Q464760,Eldrid Lunden,What is the alma mater of Eldrid Lunden?," Eldrid Lunden's alma mater is the University of California, Berkeley."
3943,Q464760,Eldrid Lunden,Who is the spouse of Eldrid Lunden?, Eldrid Lunden is not married.
3944,Q15622137,Vasily Shcherbakov,What is the alma mater of Vasily Shcherbakov?," Vasily Shcherbakov is a Russian politician who served as the Governor of the Orenburg Oblast from 2012 to 2020. However, I do not have information on his alma mater."
3945,Q15622137,Vasily Shcherbakov,In what city was Vasily Shcherbakov born?," Vasily Shcherbakov was born in the city of Moscow, Russia."
3946,Q15622137,Vasily Shcherbakov,Who is the spouse of Vasily Shcherbakov?, Vasily Shcherbakov is married to Yulia Shcherbakova.
3947,Q15622137,Vasily Shcherbakov,What is the native language of Vasily Shcherbakov?, Vasily Shcherbakov is a Russian-American artist. His native language is Russian.
3948,Q15622137,Vasily Shcherbakov,What is Vasily Shcherbakov's country of citizenship?, Vasily Shcherbakov is a Russian chess player.
3949,Q15622137,Vasily Shcherbakov,What is Vasily Shcherbakov's occupation?, Vasily Shcherbakov is a Russian professional ice hockey player.
3950,Q15622137,Vasily Shcherbakov,What music genre is Vasily Shcherbakov?," Vasily Shcherbakov is a Russian musician, singer, and songwriter. He is known for his work in the genre of Russian rock music."
3951,Q15622137,Vasily Shcherbakov,What is the record label of Vasily Shcherbakov?," Vasily Shcherbakov is a Russian musician, singer, and songwriter. He is currently signed to the record label ""Sony Music Entertainment Russia""."
3952,Q15622137,Vasily Shcherbakov,What language does Vasily Shcherbakov speak?," Vasily Shcherbakov is a Russian-speaking character in the novel ""The Master and Margarita"" by Mikhail Bulgakov."
3953,Q15622137,Vasily Shcherbakov,What instrument does Vasily Shcherbakov play?, Vasily Shcherbakov is a pianist.
3954,Q508535,Claudia Ștef,What language does Claudia Ștef speak?, Claudia Ștef speaks Romanian.
3955,Q508535,Claudia Ștef,In what city was Claudia Ștef born?," Claudia Ștef was born in Bucharest, Romania."
3956,Q508535,Claudia Ștef,What is Claudia Ștef's occupation?, Claudia Ștef is a Romanian model and beauty pageant contestant.
3957,Q508535,Claudia Ștef,What sport does Claudia Ștef play?, Claudia Ștef is a Romanian gymnast.
3958,Q508535,Claudia Ștef,What is Claudia Ștef's country of citizenship?, Claudia Ștef is a Romanian professional footballer who plays as a forward.
3959,Q2045342,Gerrit Kouwenaar,What award did Gerrit Kouwenaar receive?," Gerrit Kouwenaar received the prestigious Spinoza Prize in 2012. The Spinoza Prize is the highest award in the Netherlands for outstanding achievements in science, scholarship, and culture. It is named after the Dutch philosopher Baruch Spinoza."
3960,Q2045342,Gerrit Kouwenaar,In what city was Gerrit Kouwenaar born?," Gerrit Kouwenaar was born in the city of Rotterdam, Netherlands."
3961,Q2045342,Gerrit Kouwenaar,What literary form is Gerrit Kouwenaar?," Gerrit Kouwenaar is a Dutch author known for his poetry and prose. He is considered one of the most important and influential figures in modern Dutch literature. His works often explore themes of identity, history, and the human condition. Some of his most famous works include the poetry collections ""De Waal"" and ""De tuin,"" as well as the novels ""De avonden"" and ""De aanspraken."""
3962,Q2045342,Gerrit Kouwenaar,What is Gerrit Kouwenaar's occupation?, Gerrit Kouwenaar is a Dutch professional footballer who currently plays as a defender for FC Emmen.
3963,Q2045342,Gerrit Kouwenaar,What is Gerrit Kouwenaar's country of citizenship?, Gerrit Kouwenaar is a Dutch citizen.
3964,Q2045342,Gerrit Kouwenaar,What is the native language of Gerrit Kouwenaar?, Gerrit Kouwenaar is a Dutch-speaking individual.
3965,Q2045342,Gerrit Kouwenaar,Who is the spouse of Gerrit Kouwenaar?, Gerrit Kouwenaar is married to a woman named Marijke.
3966,Q2045342,Gerrit Kouwenaar,What is the field of work of Gerrit Kouwenaar?," Gerrit Kouwenaar is a Dutch artist who works in the field of visual arts. He is known for his paintings, which often depict landscapes, seascapes, and cityscapes. His work is characterized by a vibrant color palette and a strong sense of composition. Kouwenaar's paintings can be found in private collections and public spaces throughout the Netherlands."
3967,Q2045342,Gerrit Kouwenaar,What language does Gerrit Kouwenaar speak?, Gerrit Kouwenaar is a Dutch-speaking individual.
3968,Q7279069,Rachael Dodds,What is Rachael Dodds's occupation?, Rachael Dodds is a professional poker player.
3969,Q7279069,Rachael Dodds,What is Rachael Dodds's country of citizenship?, Rachael Dodds is a British citizen.
3970,Q7279069,Rachael Dodds,What sport does Rachael Dodds play?, Rachael Dodds is a professional snowboarder.
3971,Q5547357,Georgia Beikoff,What is Georgia Beikoff's occupation?, Georgia Beikoff is a professional poker player.
3972,Q5547357,Georgia Beikoff,What sport does Georgia Beikoff play?, Georgia Beikoff is a professional snowboarder.
3973,Q5547357,Georgia Beikoff,What is Georgia Beikoff's country of citizenship?, Georgia Beikoff is a citizen of the United States.
3974,Q5547357,Georgia Beikoff,In what city was Georgia Beikoff born?, Georgia Beikoff was born in New York City.
3975,Q5547357,Georgia Beikoff,What is the alma mater of Georgia Beikoff?," Georgia Beikoff is a graduate of the University of California, Berkeley."
3976,Q3432438,Veronika Bauer,What is Veronika Bauer's country of citizenship?, Veronika Bauer is an Austrian model.
3977,Q3432438,Veronika Bauer,In what city was Veronika Bauer born?," Veronika Bauer was born in Vienna, Austria."
3978,Q3432438,Veronika Bauer,What is Veronika Bauer's occupation?, Veronika Bauer is a professional snowboarder.
3979,Q3432438,Veronika Bauer,What sport does Veronika Bauer play?, Veronika Bauer is a professional snowboarder.
3980,Q5987668,Idan Shriki,In what city was Idan Shriki born?," Idan Shriki was born in Tel Aviv, Israel."
3981,Q5987668,Idan Shriki,What is Idan Shriki's occupation?, Idan Shriki is a professional poker player.
3982,Q5987668,Idan Shriki,What sports team does Idan Shriki play for?, Idan Shriki is a professional footballer who plays for Maccabi Tel Aviv Football Club in the Israeli Premier League.
3983,Q5987668,Idan Shriki,What is Idan Shriki's country of citizenship?, Idan Shriki is an Israeli footballer.
3984,Q5987668,Idan Shriki,What sports position does Idan Shriki play?, Idan Shriki is a professional soccer player who plays the position of a defender.
3985,Q5987668,Idan Shriki,What sport does Idan Shriki play?, Idan Shriki is a professional soccer player.
3986,Q5987668,Idan Shriki,What language does Idan Shriki speak?, Idan Shriki speaks Hebrew.
3987,Q6817181,Menno Boelsma,What sport does Menno Boelsma play?, Menno Boelsma is a professional soccer player.
3988,Q6817181,Menno Boelsma,In what village was Menno Boelsma born?," Menno Boelsma was born in the village of Doorn, which is located in the Netherlands."
3989,Q6817181,Menno Boelsma,What is Menno Boelsma's occupation?," Menno Boelsma is a Dutch professional footballer who currently plays as a defender for FC Emmen in the Eredivisie, the highest tier of football in the Netherlands."
3990,Q6817181,Menno Boelsma,What is Menno Boelsma's country of citizenship?, Menno Boelsma is a Dutch citizen.
3991,Q6487112,Valeria Patiuk,What is Valeria Patiuk's occupation?, Valeria Patiuk is a Ukrainian model and beauty queen.
3992,Q6487112,Valeria Patiuk,In what city was Valeria Patiuk born?," Valeria Patiuk was born in Kiev, Ukraine."
3993,Q6487112,Valeria Patiuk,What sports team does Valeria Patiuk play for?, Valeria Patiuk is a professional volleyball player.
3994,Q6487112,Valeria Patiuk,What is Valeria Patiuk's country of citizenship?, Valeria Patiuk is a Ukrainian model.
3995,Q6487112,Valeria Patiuk,What sport does Valeria Patiuk play?, Valeria Patiuk is a professional snowboarder.
3996,Q1261168,Vladimír Zedník,In what city was Vladimír Zedník born?," Vladimír Zedník was born in Prague, Czech Republic."
3997,Q1261168,Vladimír Zedník,What is Vladimír Zedník's country of citizenship?, Vladimír Zedník is a Czech citizen.
3998,Q1261168,Vladimír Zedník,What is Vladimír Zedník's occupation?, Vladimír Zedník is a professional ice hockey player.
3999,Q1261168,Vladimír Zedník,What sport does Vladimír Zedník play?, Vladimír Zedník is a professional ice hockey player.
4000,Q1261168,Vladimír Zedník,What language does Vladimír Zedník speak?, Vladimír Zedník is a Slovak professional footballer who currently plays as a defender for MFK Skalica.
4001,Q1261168,Vladimír Zedník,What country does Vladimír Zedník play for?, Vladimír Zedník is a Slovak professional ice hockey player.
4002,Q440104,Jörg Schmidt,In what city was Jörg Schmidt born?," Jörg Schmidt was born in Berlin, Germany."
4003,Q440104,Jörg Schmidt,Who is the spouse of Jörg Schmidt?, Jörg Schmidt is married to a woman named Anke.
4004,Q440104,Jörg Schmidt,What is Jörg Schmidt's country of citizenship?, Jörg Schmidt is a German.
4005,Q440104,Jörg Schmidt,What is Jörg Schmidt's occupation?, Jörg Schmidt is a professor of computer science at the University of Freiburg in Germany.
4006,Q440104,Jörg Schmidt,What award did Jörg Schmidt receive?," Jörg Schmidt received the ""Golden Camera 3000"" award in 1981 for his outstanding contributions to the field of photography. This award is given to individuals who have made significant and lasting contributions to the world of photography."
4007,Q440104,Jörg Schmidt,What sport does Jörg Schmidt play?, Jörg Schmidt is a professional handball player.
4008,Q440104,Jörg Schmidt,What language does Jörg Schmidt speak?," Jörg Schmidt is a German professional footballer who currently plays as a defender for Borussia Mönchengladbach in the German Bundesliga. As a result, he speaks German as his primary language."
4009,Q536271,Joan Horrach,What sports team does Joan Horrach play for?, Joan Horrach is a professional cyclist who rides for the Movistar Team.
4010,Q536271,Joan Horrach,In what municipality of Spain was Joan Horrach born?," Joan Horrach was born in the municipality of Sant Joan Despí, which is located in the province of Barcelona, Spain."
4011,Q536271,Joan Horrach,What is Joan Horrach's occupation?, Joan Horrach is a professional cyclist.
4012,Q536271,Joan Horrach,What is Joan Horrach's country of citizenship?, Joan Horrach is a Spanish professional footballer.
4013,Q536271,Joan Horrach,What sport does Joan Horrach play?, Joan Horrach is a professional cyclist who specializes in road racing.
4014,Q536271,Joan Horrach,In what sports event did Joan Horrach participate in?," Joan Horrach participated in the 2012 London Olympics, where he competed in the men's 200m butterfly swimming event."
4015,Q536271,Joan Horrach,What language does Joan Horrach speak?, Joan Horrach is a Catalan-language writer.
4016,Q536271,Joan Horrach,What country does Joan Horrach play for?, Joan Horrach is a professional footballer from Spain.
4017,Q16215497,Matthew Proman,In what census-designated place in the United States was Matthew Proman born?," Matthew Proman was born in the city of New York, New York, United States."
4018,Q16215497,Matthew Proman,What is Matthew Proman's country of citizenship?, Matthew Proman is a Canadian.
4019,Q16215497,Matthew Proman,What is Matthew Proman's occupation?, Matthew Proman is a short king.
4020,Q6303251,Judith A. Winston,What is the alma mater of Judith A. Winston?," Judith A. Winston is an American lawyer and former partner at the law firm of Skadden, Arps, Slate, Meagher & Flom LLP. She received her undergraduate degree from Harvard University and her law degree from Harvard Law School."
4021,Q6303251,Judith A. Winston,In what city was Judith A. Winston born?, Judith A. Winston was born in New York City.
4022,Q6303251,Judith A. Winston,What is Judith A. Winston's country of citizenship?, Judith A. Winston is an American lawyer and former government official.
4023,Q6303251,Judith A. Winston,What award did Judith A. Winston receive?," Judith A. Winston received the 2018 National Medal of Liberty, which is the highest honor in the United States for a civilian. The medal is awarded to individuals who have made significant contributions to the nation, particularly in the areas of public service, philanthropy, and humanitarian work. Winston was recognized for her work in promoting democracy, human rights, and social justice both domestically and internationally."
4024,Q6303251,Judith A. Winston,What is Judith A. Winston's occupation?, Judith A. Winston is a professor of art history at Wellesley College.
4025,Q835022,Rudolf Seliger,In what city was Rudolf Seliger born?," Rudolf Seliger was born in the city of Riga, Latvia."
4026,Q835022,Rudolf Seliger,What sports team does Rudolf Seliger play for?, Rudolf Seliger is a former Russian ice hockey player who played for the Soviet Union national team.
4027,Q835022,Rudolf Seliger,What sports league does Rudolf Seliger play in?, Rudolf Seliger is a professional ice hockey player who plays in the National Hockey League (NHL).
4028,Q835022,Rudolf Seliger,What is Rudolf Seliger's occupation?," Rudolf Seliger was a Russian-German inventor and engineer. He is best known for his invention of the Seliger-Sokolovsky Tractor, a type of tractor that was widely used in the Soviet Union during the 1930s. Seliger also made contributions to the fields of aviation and automotive engineering."
4029,Q835022,Rudolf Seliger,What is Rudolf Seliger's country of citizenship?," Rudolf Seliger was a German-born artist, and his country of citizenship was Germany."
4030,Q835022,Rudolf Seliger,What sports position does Rudolf Seliger play?, Rudolf Seliger is a professional football (soccer) player who plays as a defender.
4031,Q835022,Rudolf Seliger,What sport does Rudolf Seliger play?, Rudolf Seliger is a professional snowboarder.
4032,Q835022,Rudolf Seliger,What language does Rudolf Seliger speak?," Rudolf Seliger was a Russian-German inventor and engineer who lived in the United States. He spoke both Russian and German, as well as some English."
4033,Q835022,Rudolf Seliger,What country does Rudolf Seliger play for?, Rudolf Seliger is a Russian footballer who currently plays for FC Krasnodar.
4034,Q1531069,Anaïs Ventard,In what commune of France was Anaïs Ventard born?," Anaïs Ventard was born in the commune of Montigny-le-Bretonneux, located in the Yvelines department in the Île-de-France region of France."
4035,Q1531069,Anaïs Ventard,What is Anaïs Ventard's country of citizenship?, Anaïs Ventard is a French citizen.
4036,Q1531069,Anaïs Ventard,What is Anaïs Ventard's occupation?, Anaïs Ventard is a French artist.
4037,Q1531069,Anaïs Ventard,What sport does Anaïs Ventard play?, Anaïs Ventard plays tennis.
4038,Q1531069,Anaïs Ventard,What language does Anaïs Ventard speak?, Anaïs Ventard speaks French.
4039,Q1531069,Anaïs Ventard,What country does Anaïs Ventard play for?, Anaïs Ventard is a French female professional footballer who plays for the French national team.
4040,Q704232,Cyprien Richard,In what commune of France was Cyprien Richard born?," Cyprien Richard was born in the commune of Montigny-le-Bretonneux, which is located in the Yvelines department in the north-central part of France."
4041,Q704232,Cyprien Richard,What is Cyprien Richard's occupation?, Cyprien Richard is a professional footballer who plays as a forward.
4042,Q704232,Cyprien Richard,What is Cyprien Richard's country of citizenship?, Cyprien Richard is a French artist.
4043,Q704232,Cyprien Richard,What sport does Cyprien Richard play?, Cyprien Richard is a professional snowboarder.
4044,Q704232,Cyprien Richard,What language does Cyprien Richard speak?," Cyprien Richard is a French artist. Therefore, he speaks French."
4045,Q4094807,Evgeni Borounov,What is Evgeni Borounov's occupation?, Evgeni Borounov is a professional boxer.
4046,Q4094807,Evgeni Borounov,What is Evgeni Borounov's country of citizenship?, Evgeni Borounov is a Bulgarian professional footballer who plays as a defender for Levski Sofia.
4047,Q4094807,Evgeni Borounov,Who is the business partner of Evgeni Borounov?, I's not possible for me to determine who is the business partner of Evgeni Borounov based on the information provided.
4048,Q4094807,Evgeni Borounov,In what city was Evgeni Borounov born?," Evgeni Borounov was born in Sofia, Bulgaria."
4049,Q4094807,Evgeni Borounov,What sport does Evgeni Borounov play?, Evgeni Borounov is a professional snowboarder.
4050,Q4094807,Evgeni Borounov,What country does Evgeni Borounov play for?, Evgeni Borounov is a Bulgarian professional footballer who currently plays for Levski Sofia.
4051,Q4094807,Evgeni Borounov,What language does Evgeni Borounov speak?," Evgeni Borounov is a Bulgarian professional footballer who plays as a defender. He was born on January 1, 1989, in Sofia, Bulgaria. As of my knowledge cutoff in September 2021, he primarily speaks Bulgarian. However, it is also possible that he may speak other languages, such as Russian or English, depending on his experiences and interactions during his football career."
4052,Q3572359,Yoann Deslot,In what commune of France was Yoann Deslot born?," Yoann Deslot was born in the commune of Montigny-le-Bretonneux, located in the Yvelines department in the Île-de-France region of France."
4053,Q3572359,Yoann Deslot,What is the alma mater of Yoann Deslot?, The alma mater of Yoann Deslot is the University of Paris.
4054,Q3572359,Yoann Deslot,What is Yoann Deslot's country of citizenship?, Yoann Deslot is a French professional footballer.
4055,Q3572359,Yoann Deslot,What is Yoann Deslot's occupation?, Yoann Deslot is a professional footballer who plays as a defender.
4056,Q3572359,Yoann Deslot,What sport does Yoann Deslot play?, Yoann Deslot is a professional footballer who plays as a goalkeeper.
4057,Q3572359,Yoann Deslot,What language does Yoann Deslot speak?, Yoann Deslot speaks French.
4058,Q3572359,Yoann Deslot,What country does Yoann Deslot play for?, Yoann Deslot is a French professional footballer who currently plays for Stade Rennais F.C. in the French Ligue 1.
4059,Q276287,Hanna Walter,What is Hanna Walter's occupation?, Hanna Walter is a professional dancer.
4060,Q276287,Hanna Walter,What is Hanna Walter's country of citizenship?, Hanna Walter is a German citizen.
4061,Q276287,Hanna Walter,What sport does Hanna Walter play?, Hanna Walter is a professional snowboarder.
4062,Q3030682,John Robert Oosthuizen,In what city was John Robert Oosthuizen born?," John Robert Oosthuizen was born in Johannesburg, South Africa."
4063,Q3030682,John Robert Oosthuizen,What is John Robert Oosthuizen's country of citizenship?, John Robert Oosthuizen is a South African citizen.
4064,Q3030682,John Robert Oosthuizen,What is John Robert Oosthuizen's occupation?, John Robert Oosthuizen is a South African professional golfer.
4065,Q3030682,John Robert Oosthuizen,What sport does John Robert Oosthuizen play?, John Robert Oosthuizen is a professional cricketer from South Africa.
4066,Q3030682,John Robert Oosthuizen,What language does John Robert Oosthuizen speak?," John Robert Oosthuizen speaks Afrikaans, which is a language spoken in South Africa."
4067,Q4755858,Andrei Lyakh,What sports team does Andrei Lyakh play for?," As of my knowledge cutoff in September 2021, Andrei Lyakh was a member of the Russian ice hockey team. However, it's important to note that my information may not be up-to-date, and his current team affiliation could have changed since then."
4068,Q4755858,Andrei Lyakh,What sports position does Andrei Lyakh play?, Andrei Lyakh is a professional soccer player who plays the position of a defender.
4069,Q4755858,Andrei Lyakh,In what city was Andrei Lyakh born?," Andrei Lyakh was born in Moscow, Russia."
4070,Q4755858,Andrei Lyakh,What is Andrei Lyakh's occupation?, Andrei Lyakh is a Russian professional ice hockey player.
4071,Q4755858,Andrei Lyakh,What is Andrei Lyakh's country of citizenship?, Andrei Lyakh is a Russian chess player.
4072,Q4755858,Andrei Lyakh,Who is the father of Andrei Lyakh?, The father of Andrei Lyakh is Andrei Lyakh.
4073,Q4755858,Andrei Lyakh,What language does Andrei Lyakh speak?, Andrei Lyakh is a Russian-speaking individual.
4074,Q4755858,Andrei Lyakh,What sport does Andrei Lyakh play?, Andrei Lyakh is a professional snowboarder.
4075,Q10269034,Dulcina de Moraes,In what municipality of Brazil was Dulcina de Moraes born?," Dulcina de Moraes was born in the municipality of Rio de Janeiro, Brazil."
4076,Q10269034,Dulcina de Moraes,In what city was Dulcina de Moraes born?," Dulcina de Moraes was born in Lisbon, Portugal."
4077,Q10269034,Dulcina de Moraes,What is Dulcina de Moraes's occupation?, Dulcina de Moraes is a Brazilian singer.
4078,Q10269034,Dulcina de Moraes,What is Dulcina de Moraes's country of citizenship?, Dulcina de Moraes is a Brazilian artist.
4079,Q10269034,Dulcina de Moraes,What award did Dulcina de Moraes receive?, Dulcina de Moraes received the Prêmio Jornalista Rei (King Journalist Award) in 2018. This award is given to journalists who have made significant contributions to the field of journalism in Brazil.
4080,Q10269034,Dulcina de Moraes,What language does Dulcina de Moraes speak?," Dulcina de Moraes is a fictional character, and as such, she does not speak any language. The question is not clear enough to determine which language she might be speaking if she were a real person."
4081,Q5047767,Cas Myslinski,In what city was Cas Myslinski born?," Cas Myslinski was born in Warsaw, Poland."
4082,Q5047767,Cas Myslinski,What is the alma mater of Cas Myslinski?," Cas Myslinski is a Polish-American professional wrestler. His real name is Witaj Myslinski. He is a former WWE wrestler, and he is also known as ""The Polish Power"" and ""The Polish Hammer.""

As for his alma mater, there is no publicly available information about his educational background. It is not clear which university or institution he attended."
4083,Q5047767,Cas Myslinski,What sports team does Cas Myslinski play for?," Cas Myslinski is a professional soccer player who currently plays for the Polish football club, Legia Warsaw."
4084,Q5047767,Cas Myslinski,In what township of Pennsylvania was Cas Myslinski born?," Cas Myslinski was born in the township of Shenango, Pennsylvania."
4085,Q5047767,Cas Myslinski,What is Cas Myslinski's country of citizenship?, Cas Myslinski is a Polish-American professional wrestler.
4086,Q5047767,Cas Myslinski,What is Cas Myslinski's occupation?, Cas Myslinski is a professional poker player.
4087,Q5047767,Cas Myslinski,What sport does Cas Myslinski play?, Cas Myslinski is a professional skateboarder.
4088,Q8017403,William Ray Forrester,What is the alma mater of William Ray Forrester?," William Ray Forrester is a graduate of the University of Georgia, where he earned his bachelor's degree."
4089,Q8017403,William Ray Forrester,What is the field of work of William Ray Forrester?," William Ray Forrester is a researcher in the field of computer vision and machine learning. He is currently a research scientist at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL). His research interests include object recognition, 3D vision, and visual learning. He has published several papers in top-tier conferences and journals in the field of computer vision and has received several awards and recognitions for his work."
4090,Q8017403,William Ray Forrester,What is William Ray Forrester's occupation?, William Ray Forrester is a lawyer.
4091,Q8017403,William Ray Forrester,In what city was William Ray Forrester born?," William Ray Forrester was born in Philadelphia, Pennsylvania, United States."
4092,Q1510012,Gerald Stourzh,In what city was Gerald Stourzh born?," Gerald Stourzh was born in Paris, France."
4093,Q1510012,Gerald Stourzh,What is the alma mater of Gerald Stourzh?," Gerald Stourzh is an American mathematician and theoretical biologist. He is a professor at the University of California, Berkeley. His alma mater is the University of Chicago, where he earned his Ph.D. in Mathematics in 1968."
4094,Q1510012,Gerald Stourzh,What is Gerald Stourzh's country of citizenship?, Gerald Stourzh is a Swiss mathematician and theoretical biologist.
4095,Q1510012,Gerald Stourzh,What is Gerald Stourzh's occupation?," Gerald Stourzh is a professor of computer science at the University of California, Los Angeles (UCLA)."
4096,Q1510012,Gerald Stourzh,What award did Gerald Stourzh receive?," Gerald Stourzh received the Nobel Prize in Physics in 1979, together with Sheldon Glashow, for their theoretical work on the unification of the electromagnetic and weak nuclear forces."
4097,Q1510012,Gerald Stourzh,What language does Gerald Stourzh speak?," Gerald Stourzh is a Swiss-American mathematician and theoretical biologist who is fluent in several languages, including French, German, Italian, and English. However, I cannot determine which language he speaks best without more context or information."
4098,Q11729697,Justyna Kasprzycka,What is Justyna Kasprzycka's country of citizenship?, Justyna Kasprzycka is a Polish citizen.
4099,Q11729697,Justyna Kasprzycka,In what city was Justyna Kasprzycka born?," Justyna Kasprzycka was born in Warsaw, Poland."
